"HISEI","HOMEPOS","IMMIG","GRADE","GENDER","MATH","W"
21.96,-0.2432,1,1,0,441.0393,770.1301
58.07,1.7051,1,0,0,530.0555,554.8722
68.7,0.6065,2,0,0,428.1915,785.0401
24.85,-0.4433,2,0,0,407.0126,792.043
24.53,-0.2156,2,0,0,327.6494,658.7812
30.9,1.1334,1,0,1,506.6841,1554.014
75.54,-0.2276,1,1,0,421.8302,678.1436
30.34,0.2785,1,-1,0,383.8667,792.043
76.49,-0.6369,2,0,0,474.6022,549.4401
11.74,-0.9275,2,0,1,380.7126,561.7039
32.2,-0.088,1,0,1,324.9121,727.1103
76.65,1.3876,1,0,0,655.7285,651.4933
62.45,0.3408,1,0,0,632.4551,657.2502
56,-0.8498,1,0,1,338.0607,773.6328
63.31,-0.0306,1,0,1,579.0706,1457.534
19.66,-1.898,2,0,0,598.2359,977.3989
30.78,-0.0523,1,0,1,456.8312,1016.773
65.01,-0.1966,1,0,1,574.1081,603.1797
51.5,-0.4697,1,1,0,350.7479,673.0297
27.91,-0.448,1,1,0,587.5899,770.1301
56,-0.7574,1,0,1,453.5546,677.0836
26.62,-0.2136,1,0,1,519.0671,1060.04
72.96,0.8191,1,-1,0,493.7116,975.3854
25.95,-1.3873,1,0,1,445.5442,1712.691
88.31,0.1869,1,0,0,359.8608,708.6669
43.85,-0.3121,2,0,1,455.3136,795.5073
21.64,0.6754,1,0,1,420.8832,943.1797
75.54,-0.4522,1,0,0,414.6724,1094.958
78.86,1.0932,1,0,1,546.2475,936.4965
82.41,1.2991,1,0,0,550.5445,1143.517
72.94,1.0822,1,0,0,551.7432,1086.259
47.83,0.3177,1,0,0,541.3271,1131.283
27.52,-0.2261,2,0,1,457.5864,937.0833
22.77,-0.7674,2,0,1,367.0331,669.7047
86.72,0.802,1,0,0,337.5644,725.3383
33.76,-0.2431,2,0,1,449.0567,898.1214
25.95,-0.938,2,0,1,471.337,765.5425
25.95,0.7719,1,0,0,523.3189,604.522
18.13,-0.5459,2,0,1,352.0948,696.46
16.36,-0.4454,1,0,0,474.296,591.343
76.65,-0.3203,1,0,0,433.361,604.3597
51.56,0.3706,1,0,1,538.7684,642.6207
14.57,-0.1947,1,0,0,419.2166,673.6087
86.72,-1.3579,1,0,0,540.6663,474.3981
76.65,0.5276,2,0,1,436.3116,937.0833
68.7,-0.2483,1,0,1,534.6428,776.2908
39.02,-0.092,1,0,0,648.6932,657.8247
81.92,0.2282,1,-1,1,300.031,669.7047
70.34,-0.8075,2,0,0,624.9356,2282.984
58.05,-0.0367,1,1,1,574.7086,421.9622
31.08,-0.9641,1,0,0,410.7775,596.8058
58.07,0.8249,1,-1,0,428.0367,528.1723
57.04,0.9053,2,0,0,417.9188,547.4675
17.69,-0.5784,3,0,0,372.4032,560.504
65.64,2.2074,1,1,1,549.5439,1313.755
29.73,-0.866,2,0,0,420.8562,449.6594
85.41,1.4381,1,1,1,541.4507,772.7108
39.02,1.7568,1,0,1,465.6884,1097.569
86.72,1.4188,1,0,0,425.4655,657.8247
17,-1.1796,2,0,1,379.0008,785.7852
58.07,-0.5398,1,0,1,423.962,670.317
39.02,0.0464,1,-1,1,356.0343,797.1312
23.8,0.358,1,0,1,557.0608,1792.216
76.49,1.0395,2,1,0,609.7602,768.0588
70.89,0.4142,1,0,1,422.4875,727.1103
39.02,-1.4086,1,0,1,344.4544,670.317
28.48,1.0427,1,0,1,394.548,1792.216
68.7,-0.2678,1,0,1,428.9034,640.1664
24.53,1.1006,2,0,1,473.3422,705.9021
51.5,0.5647,1,1,1,528.7177,708.1546
65.12,0.9151,1,0,0,476.2674,528.1723
57.03,-0.1945,1,0,1,323.0922,1060.04
26.62,-0.0582,1,1,0,429.2102,653.6845
76.49,-0.2663,3,0,0,511.1584,977.3989
73.91,1.2402,2,0,0,697.737,536.1598
70.89,-0.3915,2,1,1,610.0224,783.1994
42.3,-0.3472,1,0,1,455.7505,730.2981
88.96,-0.6672,2,0,1,423.2239,1048.346
70.34,-0.4301,2,1,1,521.4856,1262.874
79.74,0.8561,1,0,1,572.1809,706.1739
50.15,-1.2839,1,-1,1,407.9881,717.451
55.03,1.1075,1,0,1,522.8144,577.0671
68.7,-0.3991,1,0,0,331.0366,1086.259
52.72,-0.3357,1,0,1,508.8085,799.4451
62.39,-0.8477,1,0,0,437.2782,735.1987
83.81,2.0406,1,0,0,579.4611,652.9312
36.35,0.0072,1,0,0,461.8284,869.9329
80.78,-0.9136,2,0,1,471.827,1712.691
68.7,1.4942,1,0,0,543.3443,794.4479
79.74,1.9463,1,0,1,570.4052,936.4965
81.13,0.9756,1,0,0,523.3399,752.6338
61.91,-0.0083,1,1,1,517.2871,542.0693
83.5,1.1046,1,0,0,639.1323,1890.195
75.54,1.0114,1,0,0,579.5204,1302.116
85.85,2.1904,3,0,0,549.5555,1012.469
30.78,0.3476,1,0,1,482.7638,739.4062
78.86,-0.0658,3,0,0,532.6243,798.179
79.05,-0.197,1,0,1,390.8227,742.905
43.33,-0.1736,1,0,0,541.1688,975.3854
76.65,0.2424,1,0,1,463.5329,1060.04
24.53,0.6004,2,0,1,392.0831,877.4436
36.92,-1.3462,3,0,1,343.861,606.3097
81.92,1.0255,1,0,0,592.8745,1890.195
58.77,-0.4519,1,0,1,416.5492,746.517
44.94,-0.7772,1,0,0,604.6178,863.4596
62.39,0.5554,1,1,0,385.9722,605.8636
68.7,-1.133,1,1,0,355.9639,885.7158
15.35,-0.4953,1,1,0,464.1542,861.3702
32.67,-0.1514,1,0,0,426.0623,639.848
65.01,1.569,1,1,1,565.0525,625.9388
78.86,1.2137,1,0,1,686.7912,603.1797
51.5,-0.3809,1,0,0,416.0181,785.0401
82.31,0.3968,1,1,0,415.593,1764.961
58.07,1.1621,1,0,1,536.9203,1213.734
39.04,-0.6593,1,0,0,350.0242,392.1919
57.37,-0.7137,1,0,1,350.2365,640.1664
33.76,0.2673,1,0,1,428.1886,670.317
59.89,1.8327,2,0,1,600.0567,942.5247
62.13,-0.0778,1,1,1,451.1374,1113.15
58.07,-0.677,1,1,1,346.2997,562.691
44.92,-0.0889,1,-1,1,335.0733,1792.216
59.89,0.0026,1,0,0,471.3708,822.2078
56,-0.256,1,0,0,503.2159,610.6153
78.86,1.6116,1,1,0,695.9325,981.3942
50.05,1.3674,1,0,0,492.3493,1262.969
33.76,1.3699,1,-1,1,403.8641,799.4451
79.74,0.4478,2,0,1,531.5885,785.7852
33.76,0.6681,2,0,1,452.4021,561.7039
70.89,0.6989,1,0,0,674.7409,1094.958
51.5,-0.8624,1,0,0,396.6449,547.4675
67.94,0.5846,2,1,1,614.8377,871.0948
75.43,1.7422,1,0,1,473.3393,728.2187
33.76,0.2647,2,0,0,565.2788,830.9699
82.41,0.9101,1,0,0,551.7776,1262.969
88.31,1.3557,1,0,0,605.9625,679.8349
51.25,0.0725,1,0,0,676.8877,788.0799
35.34,-0.3878,1,0,1,555.1224,696.46
73.38,2.1265,1,0,0,653.1887,837.0659
17,0.6834,1,1,1,374.9795,1059.231
82.41,0.7783,1,0,1,500.3264,830.3831
78.76,0.0103,1,0,0,517.608,656.7302
42.3,0.315,1,0,0,523.2145,2060.563
25.95,-0.176,1,0,1,343.5737,717.451
47.83,-0.3571,2,0,0,502.1034,658.7812
39.02,-0.2412,1,0,1,426.9246,726.7811
58.77,-0.5325,1,0,1,402.8364,644.5503
43.85,0.5079,2,0,1,563.1834,867.9743
24.53,-1.9639,1,0,0,470.3958,604.3597
65.01,-0.1395,1,1,1,395.2693,920.6478
81.13,0.4456,1,0,1,407.4778,778.1364
71.39,1.3948,1,1,1,465.3932,883.0259
67.94,1.612,1,0,1,543.9575,717.3659
37.92,-0.5282,1,0,0,334.7428,991.338
19.66,-0.9325,1,0,0,343.2396,707.707
25.95,-0.1487,1,-1,0,400.1716,660.8248
59.89,0.5984,1,0,0,482.6497,752.4463
68.7,-0.7725,2,0,1,376.0314,414.1503
88.31,2.1562,1,0,1,528.2463,1699.095
18.08,0.3485,2,0,1,542.2214,619.219
68.7,-0.3313,3,-1,1,392.9024,922.5173
62.13,-0.1979,2,0,0,433.171,798.179
28.52,-1.7514,1,0,1,518.3185,640.1664
58.07,0.9362,1,1,1,434.6142,815.988
86.72,1.1631,1,0,1,576.15,521.3976
22.75,-1.0956,3,1,0,491.7279,525.3988
79.74,-1.0177,2,0,0,502.9372,610.3265
31.08,-0.2498,1,-1,1,438.7534,559.0745
50.15,1.4426,1,0,0,349.3582,670.632
86.72,2.1767,1,0,1,562.8948,662.592
22.16,-0.1901,2,0,1,437.7867,557.7143
51.92,-0.0026,1,0,0,458.2631,594.5036
77.1,0.2874,1,0,0,577.4071,856.1546
54.55,0.281,1,1,0,547.2475,932.8956
88.7,1.865,1,0,0,500.2387,673.3137
86.72,1.6847,1,0,0,713.5997,973.4936
23.8,-0.5735,1,0,1,341.7181,881.215
25.06,-1.4043,1,1,1,362.4622,391.7137
70.5,0.6542,1,0,1,375.3437,542.2769
71.39,-0.0904,1,0,1,586.5315,870.0235
36.92,0.535,1,0,1,509.047,857.0239
30.34,-1.8703,1,-1,1,329.6882,647.1371
68.7,0.1047,1,0,1,494.0416,795.5073
79.05,1.0452,1,0,0,563.9444,799.4975
39.02,0.9697,1,0,1,543.1546,552.1778
58.07,1.3397,1,0,0,347.7781,684.1808
68.88,0.9969,1,0,1,484.0003,674.5685
70.4,-0.7644,1,0,1,370.7478,882.8742
70.34,0.3725,1,1,0,442.7002,592.0215
58.07,1.0696,1,0,0,545.3303,1302.116
50.15,-0.6804,1,1,0,569.3336,642.3074
17.69,-0.7109,1,0,1,440.2539,638.0784
28.48,0.4196,1,1,0,488.0705,759.3189
27.52,-0.6234,2,0,1,410.1292,1712.691
76.65,-0.2254,1,0,0,491.6134,884.0386
50.15,-1.1698,3,0,1,343.2384,1026.496
71.39,0.1958,1,0,0,442.9404,1301.328
72.24,-0.2932,1,1,1,429.2775,776.8726
76.65,-0.0371,2,0,1,592.8122,1148.679
81.92,1.1534,2,1,1,621.5857,869.6445
70.89,0.2426,1,0,0,462.8177,410.2264
59.89,-0.22,1,-1,1,402.0387,583.4096
65.01,0.7491,1,1,0,590.3089,1315.242
28.52,0.2866,1,0,1,410.7039,867.8157
70.5,-0.2615,1,0,1,424.8847,805.4391
68.7,-0.6678,1,0,1,342.5449,956.2035
82.41,1.9328,1,0,1,400.8971,752.6869
48.13,1.0912,1,-1,0,548.0281,604.3597
68.7,0.3371,1,1,1,447.6384,899.4514
32.2,-0.0198,2,0,0,489.7941,1869.569
17.69,-0.7637,2,0,0,392.5807,836.7404
68.88,0.5681,1,1,1,544.0359,869.3854
68.88,0.3073,1,0,0,466.2798,1284.469
46.38,0.1616,1,0,0,348.2923,549.4401
24.53,0.2014,2,-1,0,387.8063,961.7906
27.91,-0.0639,2,0,0,474.0813,1301.328
58.77,0.1813,1,0,1,402.4776,516.37
68.7,-0.6181,1,0,0,527.7593,835.1373
82.31,-0.4332,1,0,1,434.5863,713.6537
68.7,-0.1312,1,1,0,482.3414,535.7584
70.4,0.4001,1,0,0,556.1003,656.7302
27.91,0.4745,2,0,1,550.5162,586.0391
21.82,-0.4434,2,0,1,403.1532,671.4904
56.38,0.76,2,0,1,530.5906,746.517
24.98,0.9976,1,0,0,602.7018,670.632
75.43,1.4689,1,0,1,456.0013,687.766
79.74,1.0524,1,0,0,614.7059,639.848
17.53,-1.2662,3,0,1,309.1079,578.3961
53.15,-0.5621,2,0,1,430.8522,1000.093
16.5,0.3701,1,0,0,391.7742,629.2027
30.78,-0.8533,1,2,1,433.4516,769.5674
28.52,3.2566,1,0,0,402.4392,639.848
66.42,-0.328,1,0,0,570.8983,640.1664
51.56,-0.8342,1,0,1,340.2576,898.1214
21.96,-2.0087,2,0,0,331.3888,884.4799
17,-0.7942,1,0,0,429.0229,673.3137
65.12,-1.1236,1,0,0,310.0308,690.442
57.03,-0.466,2,0,1,395.7142,736.6283
26.62,-0.8056,2,0,0,551.2269,975.3854
26.85,-0.4585,1,0,1,410.1082,717.3659
76.65,0.6395,1,0,1,525.9654,1699.095
17.69,-0.8992,1,0,1,270.9461,669.7047
24.98,-2.1858,1,0,0,537.9819,1432.356
43.85,0.242,1,0,1,330.4726,537.6039
70.34,-0.4083,1,0,1,456.3918,508.8072
50.15,-0.8217,1,-1,1,347.3326,656.2566
65.01,2.2982,1,-1,0,434.4615,474.3981
76.65,0.1957,1,0,1,488.4844,937.0833
17,0.636,1,0,1,496.3479,618.4042
71.39,0.0208,1,1,0,527.8877,1011.196
75.54,0.3545,1,0,0,496.3558,425.6052
82.41,-0.4753,1,0,0,547.9434,855.0621
68.7,1.6587,1,0,1,475.0956,799.4451
31.08,0.346,1,0,0,415.1583,561.7039
73.38,0.5585,1,1,1,510.2451,1030.614
24.53,-1.3801,1,0,0,426.493,554.8722
65.01,0.9133,1,0,1,529.3512,736.2656
83.5,0.5754,1,0,1,505.2618,684.1351
25.95,0.0601,1,0,0,578.4952,1131.283
76.65,1.1715,1,1,1,589.1611,421.9622
68.88,-0.1157,2,0,1,327.3707,936.4965
68.7,1.3327,1,0,1,580.2369,943.1797
75.5,-0.1202,1,0,1,492.9431,799.4451
62.39,0.134,1,1,0,494.2173,1246.427
68.7,0.0473,1,0,0,525.5389,640.7802
68.7,-1.0465,1,0,0,384.7507,754.9125
76.49,-0.5654,1,1,1,426.3329,492.3518
30.9,-0.2785,1,1,1,526.3083,839.2572
76.65,1.2548,1,0,1,605.6638,1601.608
68.7,-1.172,1,0,0,401.7071,1869.569
54.86,-0.4644,1,0,0,592.4793,588.8771
33.76,-0.1911,1,0,1,453.9994,644.5503
25.95,0.0561,1,0,1,473.4174,776.2908
88.31,1.296,1,1,0,604.5298,618.071
78.86,1.2224,1,0,1,613.0798,996.4446
76.49,1.3088,1,0,1,421.5402,633.1605
75.13,-0.0954,1,0,0,505.5684,638.7462
66.42,0.7496,1,1,1,454.8407,962.4665
82.41,0.9441,2,0,0,402.3166,634.1043
51.5,-0.7549,1,0,0,500.8056,679.8349
71.39,-0.0148,1,0,1,359.6322,739.4062
25.95,-0.655,2,1,1,526.3111,718.4882
70.89,-0.12,1,0,0,410.7342,771.7018
21.96,-0.9028,1,-1,1,392.3091,718.4232
79.74,1.2608,1,1,0,343.1204,796.8229
56,-0.981,1,0,1,321.9148,1792.216
73.91,0.5198,2,1,0,725.5619,768.0588
82.41,0.2949,1,0,1,529.7231,644.5503
68.7,-0.2557,1,0,0,614.5988,785.0401
65.01,-0.3527,1,0,1,328.1259,1554.014
39.02,0.5177,1,0,1,480.3615,799.4451
37.83,0.4353,1,0,1,497.3805,431.3
59.89,1.4105,1,0,1,461.3859,635.4133
50.37,-0.5258,1,0,1,410.0746,940.716
76.98,0.2014,1,1,0,539.907,468.9852
30.78,-0.8049,1,0,0,492.2797,863.4596
75.43,1.8684,1,1,1,611.0673,815.8547
73.38,0.9553,1,0,1,511.1573,922.5173
24.98,-0.1231,2,1,0,402.3705,660.5652
86.72,0.1539,1,0,0,526.9631,884.0386
75.5,-0.6722,1,0,1,386.6675,557.7143
28.97,0.834,2,1,1,397.2579,602.6578
35.34,0.5485,1,1,0,294.1297,1064.617
14.21,1.1031,2,0,1,377.0516,1262.874
81.92,2.3078,1,0,1,579.6988,706.1739
47.74,-0.502,2,0,0,499.533,774.4093
76.98,-1.2823,1,0,1,410.4923,521.3976
59.76,0.841,1,0,1,474.3906,728.2187
73.91,3.1761,1,0,1,632.5565,557.7143
47.74,0.567,1,0,1,423.3737,739.4062
17.56,-0.7527,2,0,0,386.9986,667.426
33.76,-1.9591,1,1,1,356.333,792.3491
26.62,-1.1231,1,0,0,459.7798,645.9519
65.01,-0.681,1,0,1,455.2313,799.5024
49.48,1.2975,1,0,0,383.1362,752.6338
48.66,1.3393,1,0,1,443.289,830.9162
80.75,1.0434,1,0,1,405.2916,633.3412
38.58,1.0731,1,0,1,494.4064,700.9747
66.42,0.3865,1,0,1,628.3746,635.4133
88.7,0.0514,1,0,1,461.5821,683.6347
62.39,0.5396,1,0,0,546.9974,861.4836
59.89,0.9184,1,0,0,493.5862,837.0659
25.95,-1.9001,3,0,0,361.2437,774.4093
81.4,0.8235,2,0,1,465.595,718.6005
65.01,-0.9175,1,0,0,514.7978,567.7518
35.34,1.7795,1,0,1,624.5465,623.6596
62.45,1.1448,2,0,0,466.3088,1262.969
59.89,-0.8339,2,0,0,301.0735,782.9034
71.55,-0.3705,1,0,1,398.923,578.5244
50.9,0.8227,1,0,1,375.1116,578.5244
74.79,0.2637,1,0,1,538.1635,942.5247
68.7,0.121,1,0,0,609.7115,752.6338
25.2,-0.5621,1,0,1,334.3177,656.2566
30.34,-0.7837,1,1,0,383.2371,1060.858
78.86,1.7963,1,0,0,654.9661,855.0621
73.91,1.4927,1,0,0,622.3738,884.0386
51.63,-8e-04,1,0,1,474.784,1100.551
36.35,1.1016,1,0,1,440.5875,1213.734
62.39,0.9922,1,0,0,670.099,788.0799
74.66,-0.0427,2,1,1,516.8053,848.6612
17,-0.9403,2,0,0,477.4811,794.8265
66.42,0.5138,1,0,1,446.3239,996.4446
43.85,-0.0952,1,0,1,435.4834,1012.438
17.55,0.777,1,0,0,457.9885,771.7018
81.92,1.1075,1,-1,0,356.5312,679.8349
68.7,0.0382,1,0,0,546.589,638.0784
68.7,-1.1456,1,1,0,377.3957,938.6815
16.38,-0.1838,2,0,1,467.4394,550.6528
85.41,1.6012,2,0,0,567.5857,568.636
56.64,1.5633,1,0,1,539.5604,875.2265
56.35,0.8027,1,0,0,528.5911,788.0799
24.98,-0.7882,1,0,0,428.2444,645.9519
36.92,0.2718,1,0,1,406.8878,818.2048
72.96,0.1876,1,0,0,544.3401,884.231
74.66,1.3643,1,0,1,564.2465,619.6011
36.35,1.8637,1,0,0,407.8443,1039.342
76.49,0.9589,1,0,0,590.8945,861.4836
21.64,-1.2957,1,0,1,425.7912,817.0923
81.13,-1.2087,2,-1,0,433.7862,752.9022
80.78,0.3343,1,0,0,511.7484,856.1546
79.74,-0.1705,2,0,1,400.0132,618.4042
54.86,1.9775,1,0,1,589.7932,603.7953
68.7,0.4883,1,0,0,345.7848,975.3854
75.54,-0.7815,2,-1,0,405.8916,735.1987
47.83,0.9,1,0,0,417.0407,536.1598
57.03,-0.5842,1,0,1,404.019,584.6938
81.4,0.2825,1,0,0,709.3861,588.8771
73.91,0.1573,1,0,0,484.5989,720.4376
86.72,0.5377,1,0,1,425.9555,765.5425
29.8,-0.1315,1,0,1,330.0874,1712.691
74.66,0.1153,1,0,1,415.8326,797.1312
74.66,0.4004,1,0,0,500.426,594.0437
35.34,0.5181,1,0,1,346.5866,1048.346
75.13,0.4559,2,1,1,633.5942,1072.886
59.89,-0.2918,1,0,1,395.5047,875.2265
25.04,-0.3967,2,0,1,446.1999,561.7039
79.74,1.1938,1,1,0,558.9654,743.1943
24.07,-0.9578,3,0,1,412.2615,730.2981
17,0.7259,1,0,1,544.673,937.0833
81.92,-0.7695,1,0,0,419.0915,913.581
68.54,-0.1007,1,0,0,439.0362,2060.563
58.77,-1.0368,1,1,0,540.3313,619.3579
30.34,-0.7329,2,0,1,387.4553,552.1778
73.38,-0.8523,1,0,0,545.3901,1039.342
65.01,-1.5395,1,0,0,314.4205,517.2882
59.89,0.8145,1,0,1,588.0708,752.6869
59.35,-0.7708,1,-1,0,481.3709,869.9329
67.94,0.9837,1,0,1,519.6799,640.1664
26.64,-1.8507,2,-1,0,410.3116,1237.967
50.15,1.3234,1,0,0,399.7327,634.1043
39.04,-0.0558,1,0,0,493.5361,1644.964
62.39,0.0987,1,1,0,483.491,1168.184
78.69,1.0978,2,1,0,605.047,932.8956
81.4,-0.6511,1,-1,0,400.3811,657.2502
62.45,0.5534,1,0,0,401.1787,640.7802
17.53,0.0017,2,0,0,440.9426,667.426
17,-0.2944,1,0,1,371.2822,818.2048
43.85,1.8723,3,0,1,406.2267,583.2306
17,-0.6127,1,-1,0,402.2503,639.848
88.7,1.2407,1,0,1,516.827,728.4617
17,-0.6556,2,0,0,463.727,830.9699
28.48,0.5819,1,0,1,569.4695,799.6732
17.69,-1.0835,2,0,0,443.6889,700.969
24.98,0.6093,2,0,0,370.7799,658.7812
65.12,-0.6434,1,1,0,466.8837,890.6474
40.54,-0.5507,1,0,1,513.2501,742.905
75.13,0.3298,1,1,0,409.4705,786.943
28.52,-2.1069,3,1,1,400.647,682.2694
30.9,1.0136,1,0,1,300.4148,711.3121
60.29,1.2057,1,0,1,653.1507,619.6011
33.66,-0.831,1,1,1,396.2828,1000.381
60.29,1.3945,1,0,1,468.2013,537.6039
82.41,-0.9219,1,0,1,310.8436,870.0235
58.77,0.6945,3,0,0,536.0712,474.3981
62.13,0.6592,1,0,1,594.3723,557.7143
79.05,-0.694,1,0,0,511.4936,657.2502
40.54,0.7183,1,0,1,490.0746,497.1649
21.64,1.0664,1,0,1,306.8801,341.5896
79.05,-0.1874,2,1,0,706.0088,768.0588
79.74,2.1526,1,0,0,447.7025,1890.195
70.89,0.3246,1,0,1,564.1191,700.9747
70.09,0.0951,1,0,0,676.4772,509.114
65.01,0.5671,2,0,1,480.7423,1000.093
26.62,0.7365,1,0,1,364.3299,799.4451
57,-0.036,1,0,1,435.6956,881.215
86.72,-0.5559,1,0,1,506.9194,687.766
70.5,-0.1748,1,0,1,492.6748,670.317
18.13,-0.4519,2,0,1,416.8281,867.3384
76.98,0.4967,1,0,1,471.7664,550.6528
80.78,1.053,1,0,0,560.0472,720.4376
43.76,0.9051,1,0,1,394.7206,801.2896
29.16,-1.7598,2,0,0,324.0062,991.338
78.86,1.8866,2,0,1,504.3191,1213.734
62.13,0.0817,1,1,1,478.6291,602.6578
71.39,-0.3865,1,0,0,415.3588,754.9125
70.89,0.3936,1,0,0,492.8349,1012.469
75.43,0.1403,1,1,1,556.1163,839.2572
50.15,-0.0638,1,1,1,342.4196,1264.121
70.89,0.1218,1,0,1,395.9575,765.5425
82.31,1.6675,1,0,1,564.8718,700.9747
65.01,-0.7117,1,0,1,441.5119,818.2048
30.78,0.9483,1,0,0,542.1175,913.581
73.38,-0.0848,3,0,0,573.0866,363.2123
78.76,0.1295,1,0,1,366.2426,727.1103
79.74,-1.128,1,0,1,434.5871,687.4356
70.34,0.6037,1,0,0,387.7942,450.3597
58.07,0.5308,1,0,1,411.0538,552.1778
25.06,0.7172,1,0,0,506.4195,616.6988
43.33,-0.2819,1,0,1,492.6404,687.766
72.3,-0.8043,1,0,1,423.0379,696.46
75.54,-0.5345,2,0,0,559.3139,664.854
71.39,0.6215,1,0,0,372.8237,924.7837
24.53,-0.1597,1,-1,0,311.2224,752.6338
24.53,0.5262,2,0,0,587.6872,509.114
42.3,0.4838,1,0,1,384.6645,561.7039
62.45,-0.4251,1,1,1,517.8836,438.5854
76.49,-0.0726,1,0,1,559.9822,717.3659
65.01,0.538,1,0,1,542.8722,1750.147
41.27,0.792,1,0,0,548.5485,799.4975
75.54,0.1832,1,0,0,478.3625,700.3109
26.62,0.3213,1,0,0,350.5248,591.343
24.98,0.8649,1,1,1,418.355,925.2021
51.5,0.5337,1,0,1,549.7287,1075.836
70.34,1.0476,1,0,0,674.9661,588.6187
70.89,1.4195,1,1,1,471.2066,728.738
76.65,-0.0342,1,1,1,516.3659,992.2847
39.04,-0.9334,1,0,0,473.7681,656.7302
31.08,0.5706,1,1,0,597.3279,782.2747
31.08,0.2362,2,1,1,531.583,1699.095
30.9,-1.6264,3,-1,0,381.3132,678.6486
20.91,-0.2282,2,0,1,412.9342,919.9075
25.46,-0.0692,1,0,1,349.8068,711.3121
81.4,-0.2048,1,0,1,457.1787,1640.961
20.91,-0.3086,2,1,1,381.5579,1034.444
33.76,8e-04,2,1,0,413.9534,643.5684
86.72,-1.198,1,0,0,325.7414,594.5036
74.79,0.358,1,0,0,424.3349,794.4479
25.04,-0.2075,1,0,1,416.058,584.2659
68.7,0.7564,2,1,1,584.3935,1072.886
24.53,-0.8385,1,-1,0,312.8063,560.504
59.76,0.4233,1,0,0,588.1128,657.8247
68.7,-0.2338,1,0,0,509.7249,785.0401
25.04,-2.0516,3,-1,0,321.0796,645.9519
78.86,0.9168,1,0,0,465.9597,694.2956
21.64,-2.303,2,0,0,451.9098,782.9034
73.38,-0.1524,1,-1,1,531.3447,555.8112
88.7,0.4303,1,0,1,580.1921,746.517
67.94,0.0902,1,0,1,471.8235,577.0671
63.31,-1.0664,1,0,0,491.8639,1432.356
67.94,1.2067,1,-1,0,503.8755,1071.922
17.53,-0.0577,1,0,1,456.5609,678.8576
17,0.0065,1,0,0,445.7009,594.5036
44.92,-1.1589,1,0,0,378.9134,1284.469
70.89,0.4554,1,0,1,454.6675,801.2896
37.92,-0.362,1,0,1,353.3246,497.1649
56,-0.4836,2,1,0,409.742,1242.162
17,-0.206,2,0,0,383.3308,678.6486
39.04,-0.3614,1,0,1,487.5603,932.9773
25.95,-0.6118,1,0,0,404.6241,860.3174
75.25,0.8342,1,0,0,453.9344,1631.966
63.03,0.433,2,0,0,542.543,1022.545
71.39,1.282,1,0,0,444.7795,1262.969
49.48,-1.667,1,0,1,555.9004,487.9839
85.41,-0.0486,1,1,0,553.7114,643.5684
23.57,-0.3815,3,0,0,519.6533,610.3265
78.86,-0.1973,1,0,1,557.4719,799.6732
16.5,-0.4871,1,1,0,487.509,833.5526
30.9,-1.7057,1,0,1,364.3397,487.9839
52.72,0.8882,1,0,0,615.9604,604.3597
44.92,-0.0936,1,0,0,395.7259,638.7462
48.1,0.3863,1,1,1,426.734,708.7621
70.89,1.408,2,1,1,407.0546,628.3673
26.64,0.1213,2,0,1,478.1867,746.517
44.94,-0.8027,1,0,1,406.6039,674.5685
30.78,0.2744,1,0,1,419.2927,739.4062
76.65,1.5147,1,0,1,502.9218,662.592
65.12,-1.5029,1,0,1,264.7222,870.0235
51.01,-0.016,2,1,0,537.5844,643.5684
36.35,0.0515,1,0,1,411.0811,742.905
20.91,-0.7829,2,1,1,380.1049,944.3411
28.97,-0.3285,2,1,1,454.0563,696.2375
88.7,2.2181,2,0,1,529.2642,706.1739
75.54,2.0426,1,0,0,562.0367,855.0621
26.62,0.0921,1,0,1,469.3917,765.5425
60.29,-0.2982,1,0,1,339.5825,1463.899
66.42,0.7394,1,0,0,650.2185,822.0018
31.08,0.2826,1,0,1,355.9843,662.7367
76.65,0.7649,1,0,1,505.1906,1539.223
76.65,0.288,3,0,1,507.1604,1665.117
75.5,1.4923,1,0,1,585.3044,1665.117
53.15,1.0992,1,0,0,537.7029,554.8722
86.72,3.4458,1,0,0,506.5986,471.0894
16.5,1.8201,1,1,0,524.698,497.176
16.38,-1.0045,2,1,0,504.3932,1034.898
79.74,-0.0321,1,0,0,546.8841,843.5551
68.7,-0.366,1,0,0,571.2571,694.2956
30.78,-0.9278,1,0,1,466.1155,684.1351
73.38,1.4004,1,0,0,708.2177,837.0659
57.64,-0.3879,1,0,0,480.1067,860.3174
14.39,-0.4121,1,0,1,410.1868,687.766
18.13,-0.8526,2,0,0,408.1588,836.7404
20.91,-1.8481,1,0,0,357.5194,1301.328
63.31,-1.0532,1,0,0,308.2833,1071.922
68.7,0.2166,2,1,1,421.9784,993.2244
62.39,0.5918,1,0,1,646.3892,603.1797
62.13,0.6098,1,0,0,551.2784,640.7802
41.27,0.4551,1,0,0,521.619,624.1593
81.4,0.9401,2,0,0,674.9986,1039.407
75.54,-0.5903,1,1,1,411.5461,1264.121
79.74,0.9375,1,1,1,652.0396,628.3673
70.34,0.8139,1,0,1,454.4503,578.5244
78.86,1.0317,1,1,1,468.2831,686.0447
11.74,-0.6178,1,0,0,325.9123,823.0218
76.49,-0.2472,1,1,1,429.6863,935.4522
57.03,-0.0593,1,0,1,391.7965,718.4232
